uniqeid,subcategory,category,itempurchased,size,color,reviewrating,timestamp,isamazonseller,paymentmethod
066f2ac1198c56d9801d3c30078632dc,,Footwear,Boots,S,Red,2.9,2023-12-22,Y,Debit Card
1dce29c33da5d46d6fb44b0eeb044e19,Toys & Games | Sports & Outdoor Play | Nature Exploration Toys,Clothing,Pants,M,Blue,3.8,2023-12-23,Y,Bank Transfer
7754de864cb3b9586254e370d5986856,Toys & Games | Games & Accessories | Game Accessories,Accessories,Sunglasses,M,Olive,4.1,2023-12-24,Y,Cash
defbb7be63274b007c977f2db48ff23e,Toys & Games | Dress Up & Pretend Play | Pretend Play,Clothing,Hoodie,M,Green,4.6,2023-12-25,Y,Venmo
1b7785ccb574c7e6d799ff9508e99bab,Sports & Outdoors | Outdoor Recreation | Winter Sports | Sledding | Snow Sleds,Footwear,Shoes,M,Yellow,2.5,2023-12-26,Y,Credit Card
8849e4266b63d8cdf0cde145cc3cb780,"Arts, Crafts & Sewing | Crafting | Craft Supplies",Accessories,Handbag,XL,Black,3.7,2023-12-27,Y,Debit Card
5b53c04ab3ff30d5dad1175318f09d56,Toys & Games | Games & Accessories | Board Games,Outerwear,Jacket,M,Blue,3.8,2023-12-28,Y,Cash
2f3d4931c98faf4456b4c12ccf1a980e,Toys & Games | Party Supplies | Party Favors,Clothing,Blouse,L,Pink,2.6,2023-01-01,Y,Credit Card
40737fb47ea485309a529ebc0e574a1a,Toys & Games | Dolls & Accessories | Dolls,Clothing,Pants,XL,Lavender,3.7,2022-12-28,Y,Venmo
1590c1098878d9b877640a6a9c66318a,Baby Products | Nursery | Décor | Wall Décor | Stickers,Footwear,Boots,XL,Cyan,2.6,2022-12-29,Y,Cash
2d7cc8ee10d743ba863c43652745def1,Toys & Games | Building Toys | Building Sets,Footwear,Boots,M,Cyan,3.1,2022-12-30,Y,Cash
9fc672ac7b464dae31fc934874f4bdb3,Toys & Games | Party Supplies | Piñatas,Clothing,Sweater,M,Gold,2.5,2022-12-31,Y,Credit Card
def5e8134b263c40591c7a668b000287,Toys & Games | Party Supplies | Balloons,Accessories,Gloves,M,Green,4.9,2023-01-01,Y,Bank Transfer
272e897ee1bd870c3bc2459c27228018,Toys & Games | Learning & Education | Reading & Writing | Magnetic Letters & Words,Clothing,Socks,M,Red,4.5,2023-01-02,Y,Cash
52a8732647b673f02426dd30ad19bf59,Home & Kitchen | Event & Party Supplies | Decorations | Tablecovers,Clothing,Jeans,L,Magenta,3.4,2023-01-03,Y,Bank Transfer
5976ceeda9e291284080986f54122d6e,Toys & Games | Games & Accessories | Board Games,Clothing,Pants,L,Red,3.9,2023-01-04,Y,Bank Transfer
867c90cecf9d44a2c4305c239ace56cb,Toys & Games | Dolls & Accessories | Dolls,Clothing,Shorts,M,Yellow,3.7,2023-01-05,Y,Venmo
21f3a8688c1e9f76c8145c05f3512c8c,Toys & Games | Sports & Outdoor Play | Yo-yos,Accessories,Gloves,S,Turquoise,2.6,2023-01-06,Y,Debit Card
1adbdb012335bd79932a1bd3ddbec9cc,"Clothing, Shoes & Jewelry | Costumes & Accessories | Men | Masks",Footwear,Sandals,S,Cyan,3.4,2023-01-07,Y,Venmo
48ec328e4b403099487efa5130e3922b,Toys & Games | Dress Up & Pretend Play | Pretend Play | Kitchen Toys | Kitchen Playsets,Clothing,Blouse,L,Yellow,4.9,2023-01-08,N,Bank Transfer
796b7975851363c90e20827f09e6bf22,Toys & Games | Kids' Electronics | Electronic Learning Toys,Outerwear,Jacket,S,Yellow,3.9,2023-01-09,Y,Cash
8b59f11121c6eff4c0b4a1b366e2996e,Toys & Games | Games & Accessories | Board Games,Accessories,Jewelry,XL,Maroon,3.6,2023-01-10,Y,Bank Transfer
bdac2c050952b15fce155f369b518e01,Toys & Games | Stuffed Animals & Plush Toys | Stuffed Animals & Teddy Bears,Accessories,Hat,L,Brown,4.6,2023-01-11,Y,Venmo
09094cff281b46956b46479047c62796,Toys & Games | Toy Figures & Playsets | Action Figures,Clothing,Socks,M,Gold,4.0,2023-01-12,Y,Credit Card
e8f4eca034d58dab33206b46ffbc539a,Toys & Games | Party Supplies | Party Hats,Accessories,Handbag,M,Charcoal,3.6,2023-01-13,Y,Debit Card
b29c3507bc106c121315a987fc8ba8a3,Toys & Games | Building Toys | Building Sets,Clothing,Pants,L,Beige,3.5,2023-01-14,Y,Venmo
b3c64075d6bf61b3ca1d2c597df7c846,Toys & Games | Toy Figures & Playsets | Playsets & Vehicles,Accessories,Gloves,M,Indigo,4.1,2023-01-15,Y,Bank Transfer
634031dfa6e27eea16ab043ee7707964,Toys & Games | Games & Accessories | Board Games,Clothing,Sweater,M,Red,3.0,2023-01-16,Y,PayPal
d74499f03a7b57a9b469898cc7cda97f,,Accessories,Hat,M,White,4.4,2023-01-17,Y,Debit Card
b6368039543b33d1ce61ca8b13a146ec,Toys & Games | Dress Up & Pretend Play | Pretend Play,Clothing,Dress,S,Charcoal,4.4,2023-01-18,Y,Credit Card
0d951d71e0b0824e4a074c82ae174623,,Clothing,Pants,M,Violet,3.7,2023-01-19,Y,Venmo
728423f7b901b15a79794a5fbb75c540,Toys & Games | Games & Accessories | Card Games,Outerwear,Coat,XL,Magenta,4.8,2023-01-20,Y,Debit Card
6d392928a0a4a889b519c6d51aa44d3f,Toys & Games | Dress Up & Pretend Play | Costumes,Accessories,Scarf,L,White,2.9,2023-01-21,Y,Debit Card
f9a2873124c9de1b0aeb1cdb2b602557,Toys & Games | Party Supplies | Centerpieces,Clothing,Hoodie,XL,Pink,3.1,2023-01-22,Y,Credit Card
94772b964f974717e1ba9717b9227a3f,Toys & Games | Games & Accessories,Clothing,Socks,M,Lavender,4.0,2023-01-23,Y,Bank Transfer
b898e5900b47f8e0dec8600568ff8d12,,Clothing,Blouse,S,Pink,3.0,2023-01-24,Y,Debit Card
02272f718ebaf7e8de77dd4c7e3c31f3,Toys & Games | Sports & Outdoor Play | Pools & Water Toys | Pool Rafts & Inflatable Ride-ons,Clothing,Socks,S,Silver,3.9,2023-01-25,Y,Cash
4232345579cd62346a1a55ac6e265243,Toys & Games | Dolls & Accessories | Dolls,Clothing,Dress,M,Violet,3.4,2023-01-26,Y,Bank Transfer
6b794958ded28b0679e06139b8ae0a88,Toys & Games | Games & Accessories | Board Games,Clothing,Hoodie,M,Charcoal,2.7,2023-01-27,Y,Cash
b575485d33a26f9ff7ccb11bcf73accc,,Clothing,T-shirt,M,Charcoal,3.5,2023-01-28,Y,Venmo
d39b9dbaa8dc872c4fb1ccef99ced72d,,Accessories,Hat,XL,Red,3.0,2023-01-29,Y,Credit Card
81384f4af183513698c86f528d8e4645,Toys & Games | Toy Figures & Playsets | Action Figures,Footwear,Boots,M,Peach,4.5,2023-01-30,Y,Venmo
803e376fcbc3631b22b5e1743cdb7dc8,Toys & Games | Hobbies | Remote & App Controlled Vehicles & Parts | Remote & App Controlled Vehicles | Quadcopters & Multirotors,Clothing,Jeans,XL,Purple,4.1,2023-01-31,Y,Cash
5579ed6febe0be42709656b2009a32ac,Toys & Games | Novelty & Gag Toys,Clothing,Shorts,XL,Orange,5.0,2023-02-01,Y,Credit Card
020300b51cf11dc22402428652e6f505,Toys & Games | Toy Figures & Playsets | Action Figures,Footwear,Sandals,L,Magenta,4.0,2023-02-02,Y,Cash
f204db7f91c33afeed16dae7b1f36efe,Toys & Games | Arts & Crafts | Craft Kits,Footwear,Sandals,XL,Red,4.9,2023-02-03,Y,PayPal
67618461cb0d745f7b74e0b5ff2d08b8,Toys & Games | Arts & Crafts | Drawing & Painting Supplies | Crayons,Footwear,Sneakers,XL,Black,3.3,2023-02-04,Y,Credit Card
d99891b52fbb2aeb8a5a7dc2dee8feb5,Toys & Games | Games & Accessories | Card Games | Standard Playing Card Decks,Accessories,Hat,M,Peach,4.1,2023-02-05,Y,Cash
df81ccd341a4af5f7172a54081fd1e05,"Clothing, Shoes & Jewelry | Costumes & Accessories | Kids & Baby | Boys | Costumes",Outerwear,Coat,S,Olive,3.6,2023-02-06,Y,Cash
f7456626d54a4e9e832ba5b45ff215fc,Toys & Games | Baby & Toddler Toys | Car Seat & Stroller Toys,Clothing,Dress,L,Gold,3.0,2023-02-07,Y,Cash
626f4d74ff85ddbb9f92a8ed1999dd30,Home & Kitchen | Furniture | Kids' Furniture | Chairs & Seats | Bean Bags,Footwear,Boots,XL,Gold,4.1,2023-02-08,Y,Debit Card
2c67595257877b718e8f988dbf623325,Toys & Games | Play Vehicles | Vehicle Playsets,Clothing,Skirt,M,Turquoise,3.9,2023-02-09,Y,Credit Card
68c161cf7ee573890d01dce946792167,Toys & Games | Hobbies | Hobby Building Tools & Hardware,Clothing,Shirt,XL,Green,4.1,2023-02-10,Y,Debit Card
7b0e42cf9bfc3f1c8c4bfdaeb695df9c,Toys & Games | Puzzles | Jigsaw Puzzles,Clothing,Shirt,L,Maroon,2.8,2023-02-11,Y,Credit Card
f2beba0c006b81f4535d6b2794b6183f,Toys & Games | Hobbies | Remote & App Controlled Vehicles & Parts | Remote & App Controlled Vehicle Parts,Footwear,Boots,L,Brown,4.8,2023-02-12,Y,Venmo
17268614ba2aa1bdf243cd10c15e51ae,Office Products | Office Electronics | Printers & Accessories | Printer Parts & Accessories,Clothing,Hoodie,L,Brown,4.6,2023-02-13,Y,Credit Card
adb84209e1c97c5d06e6970c13805ef8,Toys & Games | Dress Up & Pretend Play | Costumes,Clothing,Sweater,S,Blue,2.5,2023-02-14,Y,Venmo
167558b572e3e21d6e6a3810cff3f859,Toys & Games | Baby & Toddler Toys | Bath Toys,Clothing,Shirt,M,Lavender,2.7,2023-02-15,Y,Bank Transfer
7e1c6511aa84d756f3ab6b2606e7d87e,,Clothing,Blouse,M,Peach,4.0,2023-02-16,Y,Debit Card
d74a43405994582025088a67876dc176,Toys & Games | Novelty & Gag Toys | Money Banks,Clothing,T-shirt,S,Gray,2.7,2023-02-17,Y,Cash
d1fda45df51fdd99508c4343a3072daf,Toys & Games | Stuffed Animals & Plush Toys | Stuffed Animals & Teddy Bears,Outerwear,Jacket,XL,Charcoal,2.9,2023-02-18,Y,Debit Card
b2f116832e8ef13aa22a254fb06043c3,"Sports & Outdoors | Outdoor Recreation | Skates, Skateboards & Scooters | Scooters & Equipment | Components & Parts",Accessories,Jewelry,M,Lavender,3.0,2023-02-19,Y,PayPal
146ae58c1251a62a7e666f7db1bfa331,Toys & Games | Novelty & Gag Toys | Magnets & Magnetic Toys,Clothing,Hoodie,M,Green,3.3,2023-02-20,Y,Cash
915b0fc9d3b3afbf6f245df73493c0d3,Toys & Games | Party Supplies | Party Hats,Accessories,Jewelry,S,Gray,4.3,2023-02-21,Y,PayPal
2ed64a3b4b672b03b2a3e8a5329c5c9c,Toys & Games | Dolls & Accessories | Dolls,Footwear,Sandals,M,Orange,4.4,2023-10-10,Y,Bank Transfer
38ed12b7f33c4d175888a991e440ac51,Toys & Games | Arts & Crafts,Clothing,Jeans,L,Silver,4.1,2023-10-11,Y,Credit Card
ff2d9b91f16ccd82704617dd4b833eba,Toys & Games | Kids' Electronics | Electronic Learning Toys,Accessories,Hat,M,Olive,3.1,2023-10-12,Y,PayPal
c4e9e3260c85ff57679fcc03da8ec772,Health & Household | Medical Supplies & Equipment | Mobility & Daily Living Aids | Visual Impairment Aids | Magnifiers,Clothing,Sweater,S,Turquoise,4.5,2023-10-13,Y,PayPal
fa73fb6c0fa813339d67b0ab01179c32,Home & Kitchen | Event & Party Supplies | Decorations | Tablecovers,Footwear,Boots,L,Turquoise,4.8,2023-10-14,Y,Bank Transfer
2fd83c504ed75a51dd26d6ac7332c303,Toys & Games | Hobbies | Hobby Building Tools & Hardware | Paints,Clothing,Blouse,L,Green,5.0,2023-10-15,Y,Venmo
f056a02bbd7ebd031b78aaf5286b9c8e,Home & Kitchen | Event & Party Supplies | Hats,Clothing,Shorts,M,Violet,2.8,2023-10-16,Y,Venmo
c538fdf30ee94fff0364329c4f42b391,Sports & Outdoors | Sports & Fitness | Leisure Sports & Game Room | Outdoor Games & Activities | Disc Sports | Disc Golf | Starter Sets,Clothing,Hoodie,L,Charcoal,3.7,2023-10-17,Y,Debit Card
807d5d6c90b3c98a5a3bf272a30ca047,Toys & Games | Hobbies | Trains & Accessories | Train Cars | Locomotives | Diesel,Clothing,Pants,L,White,4.4,2023-10-18,Y,Venmo
444693955e43341bee204562e073bf4c,Toys & Games | Dolls & Accessories | Playsets,Accessories,Belt,M,Olive,4.5,2023-10-19,Y,Venmo
e6c4ec83ce33082a94b59d1888061a32,,Clothing,Shirt,L,Violet,3.0,2023-10-20,Y,Venmo
7cf8cfe56501f7b352a4a7d086fabc9f,Toys & Games | Learning & Education | Flash Cards,Clothing,Shirt,M,Violet,3.9,2023-10-21,Y,Debit Card
d5e6bf99428fb89b63879f84c21f5dc1,Toys & Games | Toy Figures & Playsets | Action Figures,Clothing,Dress,M,Black,3.9,2023-10-22,Y,PayPal
7230cb923a9b8d2d196de3165058c9a6,Toys & Games | Learning & Education | Flash Cards,Accessories,Gloves,M,Charcoal,3.5,2023-10-23,Y,Bank Transfer
39b4cdbe8bba03107ff7d4d097adb59f,Home & Kitchen | Bedding | Kids' Bedding | Sheets & Pillowcases | Sheet & Pillowcase Sets,Accessories,Gloves,L,Yellow,4.9,2023-10-24,Y,Debit Card
05bd0eb6a114515127d969237937c660,Toys & Games | Hobbies | Models & Model Kits | Model Kits | Airplane & Jet Kits,Clothing,Jeans,XL,Blue,3.4,2023-10-25,Y,PayPal
065249112430edabd4a45888913a7b2c,Toys & Games | Arts & Crafts | Craft Kits,Accessories,Belt,XL,Charcoal,4.1,2023-10-26,Y,PayPal
a1e0b2090531e9b2f95752b4108c2529,"Clothing, Shoes & Jewelry | Costumes & Accessories | Kids & Baby | Girls | Costumes",Outerwear,Jacket,M,Red,2.9,2023-10-27,Y,PayPal
5d6f43094b8a6e80621a1d160ebe8a75,Toys & Games | Puzzles | Jigsaw Puzzles,Clothing,Skirt,M,Indigo,3.4,2023-10-28,Y,PayPal
a42c88febc6826b31684eca1ad9c9da2,Toys & Games | Arts & Crafts | Craft Kits,Footwear,Sandals,S,Beige,3.2,2023-10-29,Y,Debit Card
060c4fbc66821a1268e65a65dd877f36,Toys & Games | Learning & Education | Science Kits & Toys,Accessories,Belt,M,Maroon,3.9,2023-10-30,Y,Bank Transfer
c6d12b33a0b8e281502edfd02e050410,Toys & Games | Games & Accessories | Board Games,Clothing,Sweater,XL,Yellow,4.1,2023-10-31,Y,Debit Card
8462a9bdf3e166e75813e7be633ccdb4,Toys & Games | Learning & Education | Counting & Math Toys,Clothing,Shirt,M,Silver,4.5,2023-11-01,Y,Cash
3de6ff210cc6eff10bcf495bf38c2a87,,Footwear,Sneakers,M,Olive,2.8,2023-11-02,Y,PayPal
01663d024e52b57581908025ba56f089,Toys & Games | Puzzles | Jigsaw Puzzles,Clothing,Jeans,S,Teal,2.8,2023-11-03,Y,Cash
f953790bd2c9da66ceea8af3f4751f85,,Footwear,Sandals,M,Silver,4.6,2023-11-04,Y,Venmo
9fcc5e9b29b2ac2f097ce0dfcc17e625,Toys & Games | Dress Up & Pretend Play | Costumes,Clothing,Pants,S,Indigo,3.0,2023-11-05,Y,Bank Transfer
913ab9eaabb096f110f4909e6837cb53,Home & Kitchen | Furniture | Kids' Furniture | Chairs & Seats | Stools,Accessories,Belt,L,Teal,3.6,2023-11-06,Y,Venmo
6e900e9b0d0867b258fdb4f288e2df7e,Toys & Games | Dress Up & Pretend Play,Clothing,T-shirt,M,Charcoal,4.5,2023-11-07,Y,Credit Card
5abee5d0fd7db49890f5ac64f208cc6e,Toys & Games | Puzzles | Brain Teasers,Clothing,Shirt,M,Orange,5.0,2023-11-08,Y,Debit Card
ca9b22af3159b6d2bcfdb931c2e8607f,Toys & Games | Party Supplies | Tablecovers,Footwear,Sneakers,M,Gold,2.9,2023-11-09,Y,Credit Card
e5f00c4b9ea2fd1433527b4d027a7719,Toys & Games | Sports & Outdoor Play | Play Sets & Playground Equipment | Parts & Hardware,Clothing,Blouse,L,Silver,3.1,2023-11-10,Y,Credit Card
6c08c5202983067bf1f62cc2cd4ec6bb,"Clothing, Shoes & Jewelry | Costumes & Accessories | Women | Costumes & Cosplay Apparel | Costumes",Accessories,Backpack,S,Orange,4.0,2023-11-11,Y,PayPal
5750d16e3dc79365d13f21fde9458189,Toys & Games | Games & Accessories | Card Games,Clothing,Pants,XL,Peach,4.5,2023-11-12,Y,PayPal
e180e0a558c6cc9153f0f9a456c2e4e1,"Clothing, Shoes & Jewelry | Costumes & Accessories | Kids & Baby | Boys | Costumes",Clothing,Sweater,L,Brown,4.5,2023-11-13,Y,PayPal
b64a7328eed7d7fb42d05a38f0fa8f3e,Toys & Games | Hobbies | Models & Model Kits | Model Kits | Airplane & Jet Kits,Outerwear,Coat,L,Black,3.1,2023-11-14,Y,PayPal
92ca2e763f1ca3196fc973b72436f34b,Toys & Games | Party Supplies | Centerpieces,Clothing,Dress,L,Red,4.4,2023-11-15,Y,Credit Card
bd956dcf431565e9c80af3b3ff4790c3,,Clothing,Blouse,L,Lavender,4.7,2023-11-16,Y,Cash
e52388d03f27800eb5bb0f9a98edbd56,Toys & Games | Novelty & Gag Toys,Clothing,Hoodie,L,Brown,3.1,2023-11-17,Y,Credit Card
847f1f2e6d7c949d4a99f0e8e989d333,Toys & Games | Puppets & Puppet Theaters | Hand Puppets,Footwear,Shoes,M,Maroon,4.2,2023-11-18,Y,Venmo
b4f826499738f8081ea1f53ec1abc116,Toys & Games | Party Supplies,Clothing,T-shirt,M,Violet,3.0,2023-11-19,Y,Bank Transfer
f9813357c15cbaa3c00051aac6b24c50,Toys & Games | Stuffed Animals & Plush Toys | Stuffed Animals & Teddy Bears,Footwear,Shoes,M,Lavender,2.6,2023-11-20,Y,Credit Card
b3a26387aaceeabf64def5d2ae878428,"Toys & Games | Collectible Toys | Statues, Bobbleheads & Busts | Statues",Footwear,Boots,S,Magenta,3.4,2023-11-21,Y,Debit Card
f058699326f67807a8af6a5bc53e3d4d,Toys & Games | Dolls & Accessories | Playsets,Clothing,Shorts,L,Green,4.2,2023-11-22,Y,Debit Card
19c638a9b5fc62550e4b32cc857e8b1a,Toys & Games | Dress Up & Pretend Play | Costumes,Accessories,Belt,S,Lavender,4.6,2023-11-23,Y,Debit Card
b90a719eaf198d5bc9f424f8350d5d97,Toys & Games | Puzzles | Jigsaw Puzzles,Clothing,Pants,M,Green,2.8,2023-11-24,Y,Cash
cc90e06f388dbedd2dc07d05c69e5169,Toys & Games | Party Supplies | Party Tableware | Napkins,Clothing,Shorts,M,Maroon,2.7,2023-11-25,Y,Credit Card
83299df62915401d0e599c002afbcbbf,"Arts, Crafts & Sewing | Sewing | Trim & Embellishments | Appliques & Decorative Patches | Decorative Patches",Accessories,Sunglasses,M,Magenta,4.0,2023-11-26,Y,Bank Transfer
4a44393d80dee6ca183f5ba79b1b1994,Toys & Games | Dolls & Accessories | Playsets,Accessories,Hat,XL,Teal,3.1,2023-11-27,Y,Debit Card
d20ceeef3115429b85450e6aee950704,Toys & Games | Learning & Education,Clothing,T-shirt,L,Orange,3.7,2023-11-28,Y,Bank Transfer
2e77a3bceeeb1393b9bb86cfa5fc3c64,Toys & Games | Baby & Toddler Toys | Bath Toys,Clothing,Pants,M,Violet,4.0,2023-11-29,Y,Bank Transfer
9284e81c75674a4d955d13b3dac65219,Toys & Games | Games & Accessories | Card Games | Standard Playing Card Decks,Clothing,Shorts,M,Yellow,4.6,2023-11-30,Y,Debit Card
9d94f1c68631da611e3ab81bae6ff5d4,Toys & Games | Sports & Outdoor Play | Yo-yos,Accessories,Jewelry,S,Orange,3.8,2023-12-01,Y,Credit Card
8cf38346e037ae0adcc348f1058dd38b,Toys & Games | Hobbies | Models & Model Kits | Model Kits | Helicopter Kits,Accessories,Backpack,L,Gold,3.5,2023-12-02,Y,Cash
843e3fb3a9360c4d94e7800814486127,Toys & Games | Hobbies | Models & Model Kits | Model Kits,Footwear,Shoes,M,Indigo,4.6,2023-12-03,Y,Cash
577ce6ddf7767dfbb0f4736ad487c4b2,Toys & Games | Learning & Education | Science Kits & Toys,Outerwear,Coat,M,Turquoise,2.8,2023-12-04,Y,Cash
382b34c16b333a3e0ae9b1380db4cd3c,Toys & Games | Games & Accessories,Clothing,Sweater,M,Orange,3.7,2023-12-05,Y,Bank Transfer
3967f944b941e2134d3911ddee7a42c2,Home & Kitchen | Event & Party Supplies | Adult Novelty,Accessories,Gloves,M,Indigo,3.3,2023-12-06,Y,PayPal
246778fc1a330e7992cc49eec2ddad4b,,Accessories,Handbag,M,Charcoal,2.9,2023-12-07,Y,PayPal
898720b304a83ed1dbb0511606a221a5,Toys & Games | Toy Figures & Playsets,Clothing,Socks,M,Lavender,3.2,2023-12-08,Y,PayPal
6afb13447e44b246a8d5a8934d0d0685,Toys & Games | Toy Figures & Playsets | Action Figures,Clothing,Hoodie,S,Gold,4.3,2023-12-09,Y,Bank Transfer
ef4837060b32d255e39ad7374bc1a9c1,,Clothing,Pants,M,Lavender,2.7,2023-12-10,Y,Bank Transfer
98c6081b2dfbf196fcdf222afe73ce78,Toys & Games | Games & Accessories | Board Games,Outerwear,Coat,S,White,4.2,2023-12-11,Y,Venmo
2673616a5b3a452c5ff6fb1901d727b3,Toys & Games | Games & Accessories | Card Games | Standard Playing Card Decks,Footwear,Boots,M,Lavender,4.8,2023-12-12,Y,Credit Card
6971f7cfe374b872707b77ebfc07bfa1,Toys & Games | Play Vehicles | Toy Vehicles,Footwear,Sneakers,M,Charcoal,4.8,2023-12-13,Y,Debit Card
a52dffb46908c733f25133e2e325ae9f,Toys & Games | Games & Accessories | Card Games,Clothing,Sweater,L,Silver,3.4,2023-12-14,Y,Credit Card
99d3a75e0df52bc4c0848a57d13d7fd4,Toys & Games | Toy Figures & Playsets | Action Figures,Accessories,Handbag,S,Yellow,2.6,2023-12-15,Y,PayPal
425aa71d86ffcbcdba25892758fe6110,Toys & Games | Arts & Crafts | Craft Kits | Paint with Water Kits,Accessories,Belt,L,Olive,5.0,2023-12-16,Y,Bank Transfer
faa6ec4efa99c8aaa32eb3eacf838122,Toys & Games | Toy Figures & Playsets,Accessories,Belt,M,Peach,4.4,2023-12-17,Y,Debit Card
714d239536bbdbb5b4b52bb6c9dfc29f,Toys & Games | Games & Accessories | Card Games | Standard Playing Card Decks,Clothing,Hoodie,XL,Yellow,2.9,2023-12-18,Y,Bank Transfer
5cd2b3d3776611aa59913c04c8470f5d,,Accessories,Sunglasses,XL,Yellow,3.4,2023-12-19,Y,Bank Transfer
0b426a352404f34aefcc842bf746bc5a,Toys & Games | Sports & Outdoor Play | Nature Exploration Toys,Footwear,Sneakers,M,Indigo,3.4,2023-12-20,Y,Bank Transfer
b1cb0a8f8401f925ce37e5819d22d020,Toys & Games | Dolls & Accessories | Doll Accessories,Clothing,T-shirt,S,Violet,4.9,2023-12-21,Y,Cash
bf8d065ad54f85869df7d527f9c14db9,,Clothing,Dress,M,White,3.6,2023-12-22,Y,Venmo
a98249b2bd2bb686071c4ce0e57167d2,Toys & Games | Dolls & Accessories | Doll Accessories | Strollers,Clothing,Hoodie,L,White,3.0,2023-12-23,Y,Venmo
9f863b9d2c71a1b82f51cf30cc3e7bee,Toys & Games | Learning & Education | Optics | Microscopes,Clothing,Sweater,M,Cyan,3.9,2023-12-24,Y,Bank Transfer
41cc8be03531a0e768d2cc790d051e6b,Toys & Games | Puzzles | Jigsaw Puzzles,Accessories,Belt,XL,Purple,3.2,2023-12-25,Y,Credit Card
294a38ac8d19bd86d50a9ae01b79ffa8,Toys & Games | Dress Up & Pretend Play | Hats,Clothing,Socks,XL,Black,3.2,2023-12-26,Y,Cash
b89938e89ba089975aa0e4c00bc99d00,Toys & Games | Hobbies | Remote & App Controlled Vehicles & Parts | Remote & App Controlled Vehicle Parts,Accessories,Sunglasses,M,Orange,4.3,2023-12-27,Y,Cash
d4d0d5de2e813fcb784a2347579102fa,Toys & Games | Games & Accessories | Board Games,Outerwear,Coat,L,Maroon,2.8,2023-12-28,Y,Bank Transfer
9c5bd7c3813f7bd700d9d993d6a2e563,Toys & Games | Arts & Crafts,Accessories,Hat,XL,Orange,4.5,2023-01-01,Y,Credit Card
c82643c0d9d2ed1990dbc2bc07ef5aa5,"Office Products | Office & School Supplies | Labels, Indexes & Stamps | Identification Badges & Supplies | Badge Lanyards",Clothing,Pants,M,Teal,4.1,2022-12-28,Y,Cash
a3316c66f7b53f7202ccd7fcc4f42709,"Arts, Crafts & Sewing | Beading & Jewelry Making | Beading Supplies | Fuse & Perler Beads",Accessories,Backpack,M,Gray,3.6,2022-12-29,Y,Bank Transfer
08955731758ad2f3618784569fe9011b,Toys & Games | Party Supplies,Clothing,Shorts,M,Blue,3.0,2022-12-30,Y,PayPal
00ff655de78602b3912c92be580d2546,Toys & Games | Games & Accessories | Board Games,Outerwear,Jacket,M,Cyan,4.0,2022-12-31,Y,Bank Transfer
3ccf626f5a074322a78c7a060058153b,"Clothing, Shoes & Jewelry | Costumes & Accessories | Kids & Baby | Girls | Costumes",Accessories,Backpack,S,Red,3.5,2023-01-01,Y,Cash
424aad89a3954c28c4d7c96ebce5d236,Toys & Games | Arts & Crafts | Clay & Dough,Accessories,Scarf,XL,Pink,2.5,2023-01-02,Y,Venmo
6cc2f3e6ef6bf7471b24e8cb7b660500,Toys & Games | Puzzles | Jigsaw Puzzles,Clothing,Hoodie,S,Cyan,4.3,2023-01-03,Y,Bank Transfer
99d175d95196f2d9a86770f387fcbe60,,Clothing,Skirt,L,Black,2.8,2023-01-04,Y,Bank Transfer
2cc6a0b5e3f55677a0cf48e156bf0c4f,Toys & Games | Baby & Toddler Toys | Activity Play Centers,Clothing,Dress,M,Beige,3.7,2023-01-05,Y,Debit Card
9b1292c2ba644de7fe228ea11fec8b4b,Toys & Games | Hobbies | Rockets | Model Rockets,Outerwear,Coat,M,Gray,4.3,2023-01-06,Y,Cash
8146fb29e659f7a06e44b21e88989cb1,Home & Kitchen | Event & Party Supplies | Decorations | Balloons,Clothing,Blouse,L,Red,4.0,2023-01-07,Y,PayPal
3d08b2296ba1c058d28b95785f1691c8,Toys & Games | Building Toys,Accessories,Hat,L,Yellow,4.7,2023-01-08,Y,Cash
05b1536c4d7b70d888eb3aa41d380115,Toys & Games | Games & Accessories,Accessories,Handbag,M,Magenta,4.5,2023-01-09,Y,Bank Transfer
4d32cd8210556a3514b3bb24c776f368,Toys & Games | Toy Figures & Playsets | Action Figures,Accessories,Belt,M,Magenta,3.1,2023-01-10,Y,Credit Card
f4831c14510eddb3443ba56dc0e81fba,Toys & Games | Novelty & Gag Toys | Money Banks,Accessories,Belt,S,Black,3.8,2023-01-11,Y,Cash
2b2b8b217ac07ae25356039a6a646602,Toys & Games | Baby & Toddler Toys | Rattles & Plush Rings,Clothing,Shirt,L,Orange,4.9,2023-01-12,Y,Cash
9935b29cd5098ab959fd58066e09d826,Toys & Games | Hobbies | Trains & Accessories | Train Cars | Freight Cars | Boxcars,Footwear,Shoes,M,Green,3.2,2023-01-13,Y,Venmo
f96d95ba0589bf0e3c5211f2d2b31ec8,,Accessories,Scarf,L,Peach,2.9,2023-01-14,Y,Bank Transfer
e50f1d3bd95c9e2d117f78edf381032e,Toys & Games | Toy Figures & Playsets | Action Figures,Clothing,Pants,M,Charcoal,2.8,2023-01-15,Y,Credit Card
fdd1832430dd90851100b91f30d436e6,Toys & Games | Party Supplies,Clothing,Blouse,M,Gray,4.0,2023-01-16,Y,PayPal
b558654e47e0b1f28ceb5dd1db6ddfa9,Toys & Games | Learning & Education,Accessories,Gloves,L,Turquoise,2.6,2023-01-17,Y,Cash
